Ligand_symbol,Receptor_symbol,interaction_name,pathway_name,interaction_name_2
TGFB1,TGFBR1_TGFBR2,TGFB1_TGFBR1_TGFBR2,TGFb,TGFB1 - (TGFBR1+TGFBR2)
TGFB2,TGFBR1_TGFBR2,TGFB2_TGFBR1_TGFBR2,TGFb,TGFB2 - (TGFBR1+TGFBR2)
TGFB3,TGFBR1_TGFBR2,TGFB3_TGFBR1_TGFBR2,TGFb,TGFB3 - (TGFBR1+TGFBR2)
TGFB1,ACVR1B_TGFbR2,TGFB1_ACVR1B_TGFBR2,TGFb,TGFB1 - (ACVR1B+TGFBR2)
TGFB1,ACVR1C_TGFbR2,TGFB1_ACVR1C_TGFBR2,TGFb,TGFB1 - (ACVR1C+TGFBR2)
TGFB2,ACVR1B_TGFbR2,TGFB2_ACVR1B_TGFBR2,TGFb,TGFB2 - (ACVR1B+TGFBR2)
TGFB2,ACVR1C_TGFbR2,TGFB2_ACVR1C_TGFBR2,TGFb,TGFB2 - (ACVR1C+TGFBR2)
TGFB3,ACVR1B_TGFbR2,TGFB3_ACVR1B_TGFBR2,TGFb,TGFB3 - (ACVR1B+TGFBR2)
TGFB3,ACVR1C_TGFbR2,TGFB3_ACVR1C_TGFBR2,TGFb,TGFB3 - (ACVR1C+TGFBR2)
TGFB1,ACVR1_TGFbR,TGFB1_ACVR1_TGFBR1,TGFb,TGFB1 - (ACVR1+TGFBR1)
TGFB2,ACVR1_TGFbR,TGFB2_ACVR1_TGFBR1,TGFb,TGFB2 - (ACVR1+TGFBR1)
TGFB3,ACVR1_TGFbR,TGFB3_ACVR1_TGFBR1,TGFb,TGFB3 - (ACVR1+TGFBR1)
BMP2,BMPR1A_ACVR2A,BMP2_BMPR1A_ACVR2A,BMP,BMP2 - (BMPR1A+ACVR2A)
BMP2,BMPR1A_ACVR2B,BMP2_BMPR1A_ACVR2B,BMP,BMP2 - (BMPR1A+ACVR2B)
BMP2,BMPR1A_BMPR2,BMP2_BMPR1A_BMPR2,BMP,BMP2 - (BMPR1A+BMPR2)
BMP2,BMPR1B_ACVR2A,BMP2_BMPR1B_ACVR2A,BMP,BMP2 - (BMPR1B+ACVR2A)
BMP2,BMPR1B_ACVR2B,BMP2_BMPR1B_ACVR2B,BMP,BMP2 - (BMPR1B+ACVR2B)
BMP2,BMPR1B_BMPR2,BMP2_BMPR1B_BMPR2,BMP,BMP2 - (BMPR1B+BMPR2)
BMP4,BMPR1A_ACVR2A,BMP4_BMPR1A_ACVR2A,BMP,BMP4 - (BMPR1A+ACVR2A)
BMP4,BMPR1A_ACVR2B,BMP4_BMPR1A_ACVR2B,BMP,BMP4 - (BMPR1A+ACVR2B)
BMP4,BMPR1A_BMPR2,BMP4_BMPR1A_BMPR2,BMP,BMP4 - (BMPR1A+BMPR2)
BMP4,BMPR1B_ACVR2A,BMP4_BMPR1B_ACVR2A,BMP,BMP4 - (BMPR1B+ACVR2A)
BMP4,BMPR1B_ACVR2B,BMP4_BMPR1B_ACVR2B,BMP,BMP4 - (BMPR1B+ACVR2B)
BMP4,BMPR1B_BMPR2,BMP4_BMPR1B_BMPR2,BMP,BMP4 - (BMPR1B+BMPR2)
GDF5,BMPR1A_ACVR2A,GDF5_BMPR1A_ACVR2A,BMP,GDF5 - (BMPR1A+ACVR2A)
GDF5,BMPR1A_ACVR2B,GDF5_BMPR1A_ACVR2B,BMP,GDF5 - (BMPR1A+ACVR2B)
GDF5,BMPR1A_BMPR2,GDF5_BMPR1A_BMPR2,BMP,GDF5 - (BMPR1A+BMPR2)
GDF5,BMPR1B_ACVR2A,GDF5_BMPR1B_ACVR2A,BMP,GDF5 - (BMPR1B+ACVR2A)
GDF5,BMPR1B_ACVR2B,GDF5_BMPR1B_ACVR2B,BMP,GDF5 - (BMPR1B+ACVR2B)
GDF5,BMPR1B_BMPR2,GDF5_BMPR1B_BMPR2,BMP,GDF5 - (BMPR1B+BMPR2)
GDF6,BMPR1A_ACVR2A,GDF6_BMPR1A_ACVR2A,BMP,GDF6 - (BMPR1A+ACVR2A)
GDF6,BMPR1A_ACVR2B,GDF6_BMPR1A_ACVR2B,BMP,GDF6 - (BMPR1A+ACVR2B)
GDF6,BMPR1A_BMPR2,GDF6_BMPR1A_BMPR2,BMP,GDF6 - (BMPR1A+BMPR2)
GDF6,BMPR1B_ACVR2A,GDF6_BMPR1B_ACVR2A,BMP,GDF6 - (BMPR1B+ACVR2A)
GDF6,BMPR1B_ACVR2B,GDF6_BMPR1B_ACVR2B,BMP,GDF6 - (BMPR1B+ACVR2B)
GDF6,BMPR1B_BMPR2,GDF6_BMPR1B_BMPR2,BMP,GDF6 - (BMPR1B+BMPR2)
GDF7,BMPR1A_ACVR2A,GDF7_BMPR1A_ACVR2A,BMP,GDF7 - (BMPR1A+ACVR2A)
GDF7,BMPR1A_ACVR2B,GDF7_BMPR1A_ACVR2B,BMP,GDF7 - (BMPR1A+ACVR2B)
GDF7,BMPR1A_BMPR2,GDF7_BMPR1A_BMPR2,BMP,GDF7 - (BMPR1A+BMPR2)
GDF7,BMPR1B_ACVR2A,GDF7_BMPR1B_ACVR2A,BMP,GDF7 - (BMPR1B+ACVR2A)
GDF7,BMPR1B_ACVR2B,GDF7_BMPR1B_ACVR2B,BMP,GDF7 - (BMPR1B+ACVR2B)
GDF7,BMPR1B_BMPR2,GDF7_BMPR1B_BMPR2,BMP,GDF7 - (BMPR1B+BMPR2)
BMP15,BMPR1B_BMPR2,BMP15_BMPR1B_BMPR2,BMP,BMP15 - (BMPR1B+BMPR2)
BMP5,ACVR1_ACVR2A,BMP5_ACVR1_ACVR2A,BMP,BMP5 - (ACVR1+ACVR2A)
BMP5,ACVR1_ACVR2B,BMP5_ACVR1_ACVR2B,BMP,BMP5 - (ACVR1+ACVR2B)
BMP5,ACVR1_BMPR2,BMP5_ACVR1_BMPR2,BMP,BMP5 - (ACVR1+BMPR2)
BMP5,BMPR1A_ACVR2A,BMP5_BMPR1A_ACVR2A,BMP,BMP5 - (BMPR1A+ACVR2A)
BMP5,BMPR1A_ACVR2B,BMP5_BMPR1A_ACVR2B,BMP,BMP5 - (BMPR1A+ACVR2B)
BMP5,BMPR1A_BMPR2,BMP5_BMPR1A_BMPR2,BMP,BMP5 - (BMPR1A+BMPR2)
BMP5,BMPR1B_ACVR2A,BMP5_BMPR1B_ACVR2A,BMP,BMP5 - (BMPR1B+ACVR2A)
BMP5,BMPR1B_ACVR2B,BMP5_BMPR1B_ACVR2B,BMP,BMP5 - (BMPR1B+ACVR2B)
BMP5,BMPR1B_BMPR2,BMP5_BMPR1B_BMPR2,BMP,BMP5 - (BMPR1B+BMPR2)
BMP6,ACVR1_ACVR2A,BMP6_ACVR1_ACVR2A,BMP,BMP6 - (ACVR1+ACVR2A)
BMP6,ACVR1_ACVR2B,BMP6_ACVR1_ACVR2B,BMP,BMP6 - (ACVR1+ACVR2B)
BMP6,ACVR1_BMPR2,BMP6_ACVR1_BMPR2,BMP,BMP6 - (ACVR1+BMPR2)
BMP6,BMPR1A_ACVR2A,BMP6_BMPR1A_ACVR2A,BMP,BMP6 - (BMPR1A+ACVR2A)
BMP6,BMPR1A_ACVR2B,BMP6_BMPR1A_ACVR2B,BMP,BMP6 - (BMPR1A+ACVR2B)
BMP6,BMPR1A_BMPR2,BMP6_BMPR1A_BMPR2,BMP,BMP6 - (BMPR1A+BMPR2)
BMP6,BMPR1B_ACVR2A,BMP6_BMPR1B_ACVR2A,BMP,BMP6 - (BMPR1B+ACVR2A)
BMP6,BMPR1B_ACVR2B,BMP6_BMPR1B_ACVR2B,BMP,BMP6 - (BMPR1B+ACVR2B)
BMP6,BMPR1B_BMPR2,BMP6_BMPR1B_BMPR2,BMP,BMP6 - (BMPR1B+BMPR2)
BMP7,ACVR1_ACVR2A,BMP7_ACVR1_ACVR2A,BMP,BMP7 - (ACVR1+ACVR2A)
BMP7,ACVR1_ACVR2B,BMP7_ACVR1_ACVR2B,BMP,BMP7 - (ACVR1+ACVR2B)
BMP7,ACVR1_BMPR2,BMP7_ACVR1_BMPR2,BMP,BMP7 - (ACVR1+BMPR2)
BMP7,BMPR1A_ACVR2A,BMP7_BMPR1A_ACVR2A,BMP,BMP7 - (BMPR1A+ACVR2A)
BMP7,BMPR1A_ACVR2B,BMP7_BMPR1A_ACVR2B,BMP,BMP7 - (BMPR1A+ACVR2B)
BMP7,BMPR1A_BMPR2,BMP7_BMPR1A_BMPR2,BMP,BMP7 - (BMPR1A+BMPR2)
BMP7,BMPR1B_ACVR2A,BMP7_BMPR1B_ACVR2A,BMP,BMP7 - (BMPR1B+ACVR2A)
BMP7,BMPR1B_ACVR2B,BMP7_BMPR1B_ACVR2B,BMP,BMP7 - (BMPR1B+ACVR2B)
BMP7,BMPR1B_BMPR2,BMP7_BMPR1B_BMPR2,BMP,BMP7 - (BMPR1B+BMPR2)
BMP8A,ACVR1_ACVR2A,BMP8A_ACVR1_ACVR2A,BMP,BMP8A - (ACVR1+ACVR2A)
BMP8A,ACVR1_ACVR2B,BMP8A_ACVR1_ACVR2B,BMP,BMP8A - (ACVR1+ACVR2B)
BMP8A,ACVR1_BMPR2,BMP8A_ACVR1_BMPR2,BMP,BMP8A - (ACVR1+BMPR2)
BMP8A,BMPR1A_ACVR2A,BMP8A_BMPR1A_ACVR2A,BMP,BMP8A - (BMPR1A+ACVR2A)
BMP8A,BMPR1A_ACVR2B,BMP8A_BMPR1A_ACVR2B,BMP,BMP8A - (BMPR1A+ACVR2B)
BMP8A,BMPR1A_BMPR2,BMP8A_BMPR1A_BMPR2,BMP,BMP8A - (BMPR1A+BMPR2)
BMP8A,BMPR1B_ACVR2A,BMP8A_BMPR1B_ACVR2A,BMP,BMP8A - (BMPR1B+ACVR2A)
BMP8A,BMPR1B_ACVR2B,BMP8A_BMPR1B_ACVR2B,BMP,BMP8A - (BMPR1B+ACVR2B)
BMP8A,BMPR1B_BMPR2,BMP8A_BMPR1B_BMPR2,BMP,BMP8A - (BMPR1B+BMPR2)
BMP8B,ACVR1_ACVR2A,BMP8B_ACVR1_ACVR2A,BMP,BMP8B - (ACVR1+ACVR2A)
BMP8B,ACVR1_ACVR2B,BMP8B_ACVR1_ACVR2B,BMP,BMP8B - (ACVR1+ACVR2B)
BMP8B,ACVR1_BMPR2,BMP8B_ACVR1_BMPR2,BMP,BMP8B - (ACVR1+BMPR2)
BMP8B,BMPR1A_ACVR2A,BMP8B_BMPR1A_ACVR2A,BMP,BMP8B - (BMPR1A+ACVR2A)
BMP8B,BMPR1A_ACVR2B,BMP8B_BMPR1A_ACVR2B,BMP,BMP8B - (BMPR1A+ACVR2B)
BMP8B,BMPR1A_BMPR2,BMP8B_BMPR1A_BMPR2,BMP,BMP8B - (BMPR1A+BMPR2)
BMP8B,BMPR1B_ACVR2A,BMP8B_BMPR1B_ACVR2A,BMP,BMP8B - (BMPR1B+ACVR2A)
BMP8B,BMPR1B_ACVR2B,BMP8B_BMPR1B_ACVR2B,BMP,BMP8B - (BMPR1B+ACVR2B)
BMP8B,BMPR1B_BMPR2,BMP8B_BMPR1B_BMPR2,BMP,BMP8B - (BMPR1B+BMPR2)
BMP10,ACVRL1_BMPR2,BMP10_ACVRL1_BMPR2,BMP10,BMP10 - (ACVRL1+BMPR2)
BMP10,ACVRL1_ACVR2A,BMP10_ACVRL1_ACVR2A,BMP10,BMP10 - (ACVRL1+ACVR2A)
GDF2,ACVRL1_BMPR2,GDF2_ACVRL1_BMPR2,BMP10,GDF2 - (ACVRL1+BMPR2)
GDF2,ACVRL1_ACVR2A,GDF2_ACVRL1_ACVR2A,BMP10,GDF2 - (ACVRL1+ACVR2A)
GDF9,ACVR1B_BMPR2,GDF9_ACVR1B_BMPR2,GDF,GDF9 - (ACVR1B+BMPR2)
GDF10,ACVR1B_ACVR2A,GDF10_ACVR1B_ACVR2A,GDF,GDF10 - (ACVR1B+ACVR2A)
GDF11,TGFBR1_ACVR2A,GDF11_TGFBR1_ACVR2A,GDF,GDF11 - (TGFBR1+ACVR2A)
GDF11,TGFBR1_ACVR2B,GDF11_TGFBR1_ACVR2B,GDF,GDF11 - (TGFBR1+ACVR2B)
GDF11,ACVR1B_ACVR2B,GDF11_ACVR1B_ACVR2B,GDF,GDF11 - (ACVR1B+ACVR2B)
GDF15,TGFBR2,GDF15_TGFBR2,GDF,GDF15 - TGFBR2
MSTN,TGFBR1_ACVR2B,MSTN_TGFBR1_ACVR2B,MSTN,MSTN - (TGFBR1+ACVR2B)
MSTN,ACVR1B_ACVR2B,MSTN_ACVR1B_ACVR2B,MSTN,MSTN - (ACVR1B+ACVR2B)
MSTN,ACVR1B_ACVR2A,MSTN_ACVR1B_ACVR2A,MSTN,MSTN - (ACVR1B+ACVR2A)
MSTN,TGFBR1_ACVR2A,MSTN_TGFBR1_ACVR2A,MSTN,MSTN - (TGFBR1+ACVR2A)
AMH,AMHR2_ACVR1,AMH_AMHR2_ACVR1,AMH,AMH - (AMHR2+ACVR1)
AMH,AMHR2_BMPR1A,AMH_AMHR2_BMPR1A,AMH,AMH - (AMHR2+BMPR1A)
GDNF,GFRA1_RET,GDNF_GFRA1,GDNF,GDNF - GFRA1
NRTN,GFRA2_RET,NRTN_GFRA2,GDNF,NRTN - GFRA2
ARTN,GFRA3_RET,ARTN_GFRA3,GDNF,ARTN - GFRA3
PSPN,GFRA4_RET,PSPN_GFRA4,GDNF,PSPN - GFRA4
ARTN,GFRA1_RET,ARTN_GFRA1,GDNF,ARTN - GFRA1
NODAL,ACVR1B_ACVR2A_CFC1,NODAL_ACVR1B_ACVR2A,NODAL,NODAL - (ACVR1B+ACVR2A)
NODAL,ACVR1C_ACVR2A_CFC1,NODAL_ACVR1C_ACVR2A,NODAL,NODAL - (ACVR1C+ACVR2A)
NODAL,ACVR1B_ACVR2B_CFC1,NODAL_ACVR1B_ACVR2B,NODAL,NODAL - (ACVR1B+ACVR2B)
NODAL,ACVR1C_ACVR2B_CFC1,NODAL_ACVR1C_ACVR2B,NODAL,NODAL - (ACVR1C+ACVR2B)
GDF1,ACVR1B_ACVR2A_CFC1,GDF1_ACVR1B_ACVR2A,NODAL,GDF1 - (ACVR1B+ACVR2A)
GDF1,ACVR1B_ACVR2B_CFC1,GDF1_ACVR1B_ACVR2B,NODAL,GDF1 - (ACVR1B+ACVR2B)
GDF1,ACVR1C_ACVR2A_CFC1,GDF1_ACVR1C_ACVR2A,NODAL,GDF1 - (ACVR1C+ACVR2A)
GDF1,ACVR1C_ACVR2B_CFC1,GDF1_ACVR1C_ACVR2B,NODAL,GDF1 - (ACVR1C+ACVR2B)
GDF3,ACVR1B_ACVR2A_CFC1,GDF3_ACVR1B_ACVR2A,NODAL,GDF3 - (ACVR1B+ACVR2A)
GDF3,ACVR1B_ACVR2B_CFC1,GDF3_ACVR1B_ACVR2B,NODAL,GDF3 - (ACVR1B+ACVR2B)
GDF3,ACVR1C_ACVR2A_CFC1,GDF3_ACVR1C_ACVR2A,NODAL,GDF3 - (ACVR1C+ACVR2A)
GDF3,ACVR1C_ACVR2B_CFC1,GDF3_ACVR1C_ACVR2B,NODAL,GDF3 - (ACVR1C+ACVR2B)
INHBA,ACVR1B_ACVR2A,INHBA_ACVR1B_ACVR2A,ACTIVIN,INHBA - (ACVR1B+ACVR2A)
INHBA,ACVR1B_ACVR2B,INHBA_ACVR1B_ACVR2B,ACTIVIN,INHBA - (ACVR1B+ACVR2B)
INHBB,ACVR1B_ACVR2A,INHBB_ACVR1B_ACVR2A,ACTIVIN,INHBB - (ACVR1B+ACVR2A)
INHBB,ACVR1B_ACVR2B,INHBB_ACVR1B_ACVR2B,ACTIVIN,INHBB - (ACVR1B+ACVR2B)
INHBB,ACVR1C_ACVR2A,INHBB_ACVR1C_ACVR2A,ACTIVIN,INHBB - (ACVR1C+ACVR2A)
INHBB,ACVR1C_ACVR2B,INHBB_ACVR1C_ACVR2B,ACTIVIN,INHBB - (ACVR1C+ACVR2B)
INHBC,ACVR1B_ACVR2A,INHBC_ACVR1B_ACVR2A,ACTIVIN,INHBC - (ACVR1B+ACVR2A)
INHBC,ACVR1B_ACVR2B,INHBC_ACVR1B_ACVR2B,ACTIVIN,INHBC - (ACVR1B+ACVR2B)
INHBC,ACVR1C_ACVR2A,INHBC_ACVR1C_ACVR2A,ACTIVIN,INHBC - (ACVR1C+ACVR2A)
INHBC,ACVR1C_ACVR2B,INHBC_ACVR1C_ACVR2B,ACTIVIN,INHBC - (ACVR1C+ACVR2B)
INHBE,ACVR1B_ACVR2A,INHBE_ACVR1B_ACVR2A,ACTIVIN,INHBE - (ACVR1B+ACVR2A)
INHBE,ACVR1B_ACVR2B,INHBE_ACVR1B_ACVR2B,ACTIVIN,INHBE - (ACVR1B+ACVR2B)
INHBE,ACVR1C_ACVR2A,INHBE_ACVR1C_ACVR2A,ACTIVIN,INHBE - (ACVR1C+ACVR2A)
INHBE,ACVR1C_ACVR2B,INHBE_ACVR1C_ACVR2B,ACTIVIN,INHBE - (ACVR1C+ACVR2B)
Activin AB,ACVR1B_ACVR2A,INHBABB_ACVR1B_ACVR2A,ACTIVIN,INHBABB - (ACVR1B+ACVR2A)
Activin AB,ACVR1B_ACVR2B,INHBABB_ACVR1B_ACVR2B,ACTIVIN,INHBABB - (ACVR1B+ACVR2B)
Activin AB,ACVR1C_ACVR2A,INHBABB_ACVR1C_ACVR2A,ACTIVIN,INHBABB - (ACVR1C+ACVR2A)
Activin AB,ACVR1C_ACVR2B,INHB_ACVR1C_ACVR2B,ACTIVIN,INHB - (ACVR1C+ACVR2B)
Inhibin A,ACVR2A,INHABA_ACVR2A,ACTIVIN,INHABA - ACVR2A
Inhibin B,ACVR2B,INHABB_ACVR2B,ACTIVIN,INHABB - ACVR2B
WNT1,FZD1_LRP5,WNT1_FZD1_LRP5,WNT,WNT1 - (FZD1+LRP5)
WNT1,FZD10_LRP5,WNT1_FZD10_LRP5,WNT,WNT1 - (FZD10+LRP5)
WNT1,FZD2_LRP5,WNT1_FZD2_LRP5,WNT,WNT1 - (FZD2+LRP5)
WNT1,FZD3_LRP5,WNT1_FZD3_LRP5,WNT,WNT1 - (FZD3+LRP5)
WNT1,FZD4_LRP5,WNT1_FZD4_LRP5,WNT,WNT1 - (FZD4+LRP5)
WNT1,FZD5_LRP5,WNT1_FZD5_LRP5,WNT,WNT1 - (FZD5+LRP5)
WNT1,FZD6_LRP5,WNT1_FZD6_LRP5,WNT,WNT1 - (FZD6+LRP5)
WNT1,FZD7_LRP5,WNT1_FZD7_LRP5,WNT,WNT1 - (FZD7+LRP5)
WNT1,FZD8_LRP5,WNT1_FZD8_LRP5,WNT,WNT1 - (FZD8+LRP5)
WNT1,FZD9_LRP5,WNT1_FZD9_LRP5,WNT,WNT1 - (FZD9+LRP5)
WNT10A,FZD1_LRP5,WNT10A_FZD1_LRP5,WNT,WNT10A - (FZD1+LRP5)
WNT10A,FZD10_LRP5,WNT10A_FZD10_LRP5,WNT,WNT10A - (FZD10+LRP5)
WNT10A,FZD2_LRP5,WNT10A_FZD2_LRP5,WNT,WNT10A - (FZD2+LRP5)
WNT10A,FZD3_LRP5,WNT10A_FZD3_LRP5,WNT,WNT10A - (FZD3+LRP5)
WNT10A,FZD4_LRP5,WNT10A_FZD4_LRP5,WNT,WNT10A - (FZD4+LRP5)
WNT10A,FZD5_LRP5,WNT10A_FZD5_LRP5,WNT,WNT10A - (FZD5+LRP5)
WNT10A,FZD6_LRP5,WNT10A_FZD6_LRP5,WNT,WNT10A - (FZD6+LRP5)
WNT10A,FZD7_LRP5,WNT10A_FZD7_LRP5,WNT,WNT10A - (FZD7+LRP5)
WNT10A,FZD8_LRP5,WNT10A_FZD8_LRP5,WNT,WNT10A - (FZD8+LRP5)
WNT10A,FZD9_LRP5,WNT10A_FZD9_LRP5,WNT,WNT10A - (FZD9+LRP5)
WNT10B,FZD1_LRP5,WNT10B_FZD1_LRP5,WNT,WNT10B - (FZD1+LRP5)
WNT10B,FZD10_LRP5,WNT10B_FZD10_LRP5,WNT,WNT10B - (FZD10+LRP5)
WNT10B,FZD2_LRP5,WNT10B_FZD2_LRP5,WNT,WNT10B - (FZD2+LRP5)
WNT10B,FZD3_LRP5,WNT10B_FZD3_LRP5,WNT,WNT10B - (FZD3+LRP5)
WNT10B,FZD4_LRP5,WNT10B_FZD4_LRP5,WNT,WNT10B - (FZD4+LRP5)
WNT10B,FZD5_LRP5,WNT10B_FZD5_LRP5,WNT,WNT10B - (FZD5+LRP5)
WNT10B,FZD6_LRP5,WNT10B_FZD6_LRP5,WNT,WNT10B - (FZD6+LRP5)
WNT10B,FZD7_LRP5,WNT10B_FZD7_LRP5,WNT,WNT10B - (FZD7+LRP5)
WNT10B,FZD8_LRP5,WNT10B_FZD8_LRP5,WNT,WNT10B - (FZD8+LRP5)
WNT10B,FZD9_LRP5,WNT10B_FZD9_LRP5,WNT,WNT10B - (FZD9+LRP5)
WNT16,FZD1_LRP5,WNT16_FZD1_LRP5,WNT,WNT16 - (FZD1+LRP5)
WNT16,FZD10_LRP5,WNT16_FZD10_LRP5,WNT,WNT16 - (FZD10+LRP5)
WNT16,FZD2_LRP5,WNT16_FZD2_LRP5,WNT,WNT16 - (FZD2+LRP5)
WNT16,FZD3_LRP5,WNT16_FZD3_LRP5,WNT,WNT16 - (FZD3+LRP5)
WNT16,FZD4_LRP5,WNT16_FZD4_LRP5,WNT,WNT16 - (FZD4+LRP5)
WNT16,FZD5_LRP5,WNT16_FZD5_LRP5,WNT,WNT16 - (FZD5+LRP5)
WNT16,FZD6_LRP5,WNT16_FZD6_LRP5,WNT,WNT16 - (FZD6+LRP5)
WNT16,FZD7_LRP5,WNT16_FZD7_LRP5,WNT,WNT16 - (FZD7+LRP5)
WNT16,FZD8_LRP5,WNT16_FZD8_LRP5,WNT,WNT16 - (FZD8+LRP5)
WNT16,FZD9_LRP5,WNT16_FZD9_LRP5,WNT,WNT16 - (FZD9+LRP5)
WNT2,FZD1_LRP5,WNT2_FZD1_LRP5,WNT,WNT2 - (FZD1+LRP5)
WNT2,FZD10_LRP5,WNT2_FZD10_LRP5,WNT,WNT2 - (FZD10+LRP5)
WNT2,FZD2_LRP5,WNT2_FZD2_LRP5,WNT,WNT2 - (FZD2+LRP5)
WNT2,FZD3_LRP5,WNT2_FZD3_LRP5,WNT,WNT2 - (FZD3+LRP5)
WNT2,FZD4_LRP5,WNT2_FZD4_LRP5,WNT,WNT2 - (FZD4+LRP5)
WNT2,FZD5_LRP5,WNT2_FZD5_LRP5,WNT,WNT2 - (FZD5+LRP5)
WNT2,FZD6_LRP5,WNT2_FZD6_LRP5,WNT,WNT2 - (FZD6+LRP5)
WNT2,FZD7_LRP5,WNT2_FZD7_LRP5,WNT,WNT2 - (FZD7+LRP5)
WNT2,FZD8_LRP5,WNT2_FZD8_LRP5,WNT,WNT2 - (FZD8+LRP5)
WNT2,FZD9_LRP5,WNT2_FZD9_LRP5,WNT,WNT2 - (FZD9+LRP5)
WNT2B,FZD1_LRP5,WNT2B_FZD1_LRP5,WNT,WNT2B - (FZD1+LRP5)
WNT2B,FZD10_LRP5,WNT2B_FZD10_LRP5,WNT,WNT2B - (FZD10+LRP5)
WNT2B,FZD2_LRP5,WNT2B_FZD2_LRP5,WNT,WNT2B - (FZD2+LRP5)
WNT2B,FZD3_LRP5,WNT2B_FZD3_LRP5,WNT,WNT2B - (FZD3+LRP5)
WNT2B,FZD4_LRP5,WNT2B_FZD4_LRP5,WNT,WNT2B - (FZD4+LRP5)
WNT2B,FZD5_LRP5,WNT2B_FZD5_LRP5,WNT,WNT2B - (FZD5+LRP5)
WNT2B,FZD6_LRP5,WNT2B_FZD6_LRP5,WNT,WNT2B - (FZD6+LRP5)
WNT2B,FZD7_LRP5,WNT2B_FZD7_LRP5,WNT,WNT2B - (FZD7+LRP5)
WNT2B,FZD8_LRP5,WNT2B_FZD8_LRP5,WNT,WNT2B - (FZD8+LRP5)
WNT2B,FZD9_LRP5,WNT2B_FZD9_LRP5,WNT,WNT2B - (FZD9+LRP5)
WNT3,FZD1_LRP5,WNT3_FZD1_LRP5,WNT,WNT3 - (FZD1+LRP5)
WNT3,FZD10_LRP5,WNT3_FZD10_LRP5,WNT,WNT3 - (FZD10+LRP5)
WNT3,FZD2_LRP5,WNT3_FZD2_LRP5,WNT,WNT3 - (FZD2+LRP5)
WNT3,FZD3_LRP5,WNT3_FZD3_LRP5,WNT,WNT3 - (FZD3+LRP5)
WNT3,FZD4_LRP5,WNT3_FZD4_LRP5,WNT,WNT3 - (FZD4+LRP5)
WNT3,FZD5_LRP5,WNT3_FZD5_LRP5,WNT,WNT3 - (FZD5+LRP5)
WNT3,FZD6_LRP5,WNT3_FZD6_LRP5,WNT,WNT3 - (FZD6+LRP5)
WNT3,FZD7_LRP5,WNT3_FZD7_LRP5,WNT,WNT3 - (FZD7+LRP5)
WNT3,FZD8_LRP5,WNT3_FZD8_LRP5,WNT,WNT3 - (FZD8+LRP5)
WNT3,FZD9_LRP5,WNT3_FZD9_LRP5,WNT,WNT3 - (FZD9+LRP5)
WNT3A,FZD1_LRP5,WNT3A_FZD1_LRP5,WNT,WNT3A - (FZD1+LRP5)
WNT3A,FZD10_LRP5,WNT3A_FZD10_LRP5,WNT,WNT3A - (FZD10+LRP5)
WNT3A,FZD2_LRP5,WNT3A_FZD2_LRP5,WNT,WNT3A - (FZD2+LRP5)
WNT3A,FZD3_LRP5,WNT3A_FZD3_LRP5,WNT,WNT3A - (FZD3+LRP5)
WNT3A,FZD4_LRP5,WNT3A_FZD4_LRP5,WNT,WNT3A - (FZD4+LRP5)
WNT3A,FZD5_LRP5,WNT3A_FZD5_LRP5,WNT,WNT3A - (FZD5+LRP5)
WNT3A,FZD6_LRP5,WNT3A_FZD6_LRP5,WNT,WNT3A - (FZD6+LRP5)
WNT3A,FZD7_LRP5,WNT3A_FZD7_LRP5,WNT,WNT3A - (FZD7+LRP5)
WNT3A,FZD8_LRP5,WNT3A_FZD8_LRP5,WNT,WNT3A - (FZD8+LRP5)
WNT3A,FZD9_LRP5,WNT3A_FZD9_LRP5,WNT,WNT3A - (FZD9+LRP5)
WNT4,FZD1_LRP5,WNT4_FZD1_LRP5,WNT,WNT4 - (FZD1+LRP5)
WNT4,FZD10_LRP5,WNT4_FZD10_LRP5,WNT,WNT4 - (FZD10+LRP5)
WNT4,FZD2_LRP5,WNT4_FZD2_LRP5,WNT,WNT4 - (FZD2+LRP5)
WNT4,FZD3_LRP5,WNT4_FZD3_LRP5,WNT,WNT4 - (FZD3+LRP5)
WNT4,FZD4_LRP5,WNT4_FZD4_LRP5,WNT,WNT4 - (FZD4+LRP5)
WNT4,FZD5_LRP5,WNT4_FZD5_LRP5,WNT,WNT4 - (FZD5+LRP5)
WNT4,FZD6_LRP5,WNT4_FZD6_LRP5,WNT,WNT4 - (FZD6+LRP5)
WNT4,FZD7_LRP5,WNT4_FZD7_LRP5,WNT,WNT4 - (FZD7+LRP5)
WNT4,FZD8_LRP5,WNT4_FZD8_LRP5,WNT,WNT4 - (FZD8+LRP5)
WNT4,FZD9_LRP5,WNT4_FZD9_LRP5,WNT,WNT4 - (FZD9+LRP5)
WNT6,FZD1_LRP5,WNT6_FZD1_LRP5,WNT,WNT6 - (FZD1+LRP5)
WNT6,FZD10_LRP5,WNT6_FZD10_LRP5,WNT,WNT6 - (FZD10+LRP5)
WNT6,FZD2_LRP5,WNT6_FZD2_LRP5,WNT,WNT6 - (FZD2+LRP5)
WNT6,FZD3_LRP5,WNT6_FZD3_LRP5,WNT,WNT6 - (FZD3+LRP5)
WNT6,FZD4_LRP5,WNT6_FZD4_LRP5,WNT,WNT6 - (FZD4+LRP5)
