Ligand_symbol,Receptor_symbol,interaction_name,interaction_name_2
Hsp90aa1,Itgb2,Hsp90aa1_Itgb2,Hsp90aa1 - Itgb2
Hsp90aa1,Ryr2,Hsp90aa1_Ryr2,Hsp90aa1 - Ryr2
Lrig1,Lrp6,Lrig1_Lrp6,Lrig1 - Lrp6
Lrig1,Lrp1,Lrig1_Lrp1,Lrig1 - Lrp1
Lrig1,Lrp2,Lrig1_Lrp2,Lrig1 - Lrp2
Lrig1,Selp,Lrig1_Selp,Lrig1 - Selp
Lrig1,Itgb2,Lrig1_Itgb2,Lrig1 - Itgb2
Vwf,Egfr,Vwf_Egfr,Vwf - Egfr
Vwf,Itgb7,Vwf_Itgb7,Vwf - Itgb7
Vwf,Itgb1,Vwf_Itgb1,Vwf - Itgb1
Vwf,Cd44,Vwf_Cd44,Vwf - Cd44
Vwf,Cd93,Vwf_Cd93,Vwf - Cd93
Vwf,Lrp2,Vwf_Lrp2,Vwf - Lrp2
Vwf,Itga6,Vwf_Itga6,Vwf - Itga6
Vwf,Notch1,Vwf_Notch1,Vwf - Notch1
Vwf,Notch3,Vwf_Notch3,Vwf - Notch3
Vwf,Itga7,Vwf_Itga7,Vwf - Itga7
Vwf,Cd36,Vwf_Cd36,Vwf - Cd36
Vwf,Lrp8,Vwf_Lrp8,Vwf - Lrp8
Vwf,Notch2,Vwf_Notch2,Vwf - Notch2
Vwf,Vldlr,Vwf_Vldlr,Vwf - Vldlr
Vwf,Itgb4,Vwf_Itgb4,Vwf - Itgb4
Vwf,Itga5,Vwf_Itga5,Vwf - Itga5
Vwf,Col13a1,Vwf_Col13a1,Vwf - Col13a1
Vwf,Itga9,Vwf_Itga9,Vwf - Itga9
Vwf,Itga1,Vwf_Itga1,Vwf - Itga1
Vwf,Mag,Vwf_Mag,Vwf - Mag
Vwf,Robo2,Vwf_Robo2,Vwf - Robo2
Vwf,Plxna1,Vwf_Plxna1,Vwf - Plxna1
Vwf,Flrt2,Vwf_Flrt2,Vwf - Flrt2
Vwf,Selp,Vwf_Selp,Vwf - Selp
Vwf,Dchs1,Vwf_Dchs1,Vwf - Dchs1
Vwf,Ddr2,Vwf_Ddr2,Vwf - Ddr2
Vwf,Itgb2,Vwf_Itgb2,Vwf - Itgb2
Vwf,Itga3,Vwf_Itga3,Vwf - Itga3
Vwf,Bcam,Vwf_Bcam,Vwf - Bcam
Vwf,Cd79a,Vwf_Cd79a,Vwf - Cd79a
Vwf,Robo1,Vwf_Robo1,Vwf - Robo1
Vwf,Itgb6,Vwf_Itgb6,Vwf - Itgb6
F7,Lrp6,F7_Lrp6,F7 - Lrp6
F7,Itgb2,F7_Itgb2,F7 - Itgb2
Trf,Egfr,Trf_Egfr,Trf - Egfr
Trf,Lrp6,Trf_Lrp6,Trf - Lrp6
Trf,Lrp1,Trf_Lrp1,Trf - Lrp1
Trf,Itgb1,Trf_Itgb1,Trf - Itgb1
Trf,Selp,Trf_Selp,Trf - Selp
Trf,Itgb2,Trf_Itgb2,Trf - Itgb2
Sema3d,Lrp6,Sema3d_Lrp6,Sema3d - Lrp6
Sema3d,Lrp1,Sema3d_Lrp1,Sema3d - Lrp1
Sema3d,Itgb2,Sema3d_Itgb2,Sema3d - Itgb2
Cp,Lrp1,Cp_Lrp1,Cp - Lrp1
Cp,Selp,Cp_Selp,Cp - Selp
Psap,Egfr,Psap_Egfr,Psap - Egfr
Psap,Lrp6,Psap_Lrp6,Psap - Lrp6
Psap,Itgb2,Psap_Itgb2,Psap - Itgb2
Cfh,Lrp1,Cfh_Lrp1,Cfh - Lrp1
Cfh,Itgav,Cfh_Itgav,Cfh - Itgav
Cfh,Itgb1,Cfh_Itgb1,Cfh - Itgb1
Cfh,Cd44,Cfh_Cd44,Cfh - Cd44
Cfh,Cd93,Cfh_Cd93,Cfh - Cd93
Cfh,Itga5,Cfh_Itga5,Cfh - Itga5
Cfh,Selp,Cfh_Selp,Cfh - Selp
Rbp3,Egfr,Rbp3_Egfr,Rbp3 - Egfr
Rbp3,Lrp1,Rbp3_Lrp1,Rbp3 - Lrp1
Rbp3,Itgav,Rbp3_Itgav,Rbp3 - Itgav
Rbp3,Itgal,Rbp3_Itgal,Rbp3 - Itgal
Rbp3,Lrp2,Rbp3_Lrp2,Rbp3 - Lrp2
Rbp3,Selp,Rbp3_Selp,Rbp3 - Selp
Rbp3,Itgb2,Rbp3_Itgb2,Rbp3 - Itgb2
Dspp,Egfr,Dspp_Egfr,Dspp - Egfr
Dspp,Lrp6,Dspp_Lrp6,Dspp - Lrp6
Dspp,Itgb7,Dspp_Itgb7,Dspp - Itgb7
Dspp,Lrp1,Dspp_Lrp1,Dspp - Lrp1
Dspp,Tlr2,Dspp_Tlr2,Dspp - Tlr2
Dspp,Itgb1,Dspp_Itgb1,Dspp - Itgb1
Dspp,Cd44,Dspp_Cd44,Dspp - Cd44
Dspp,Cd93,Dspp_Cd93,Dspp - Cd93
Dspp,Lrp2,Dspp_Lrp2,Dspp - Lrp2
Dspp,Notch1,Dspp_Notch1,Dspp - Notch1
Dspp,Cd36,Dspp_Cd36,Dspp - Cd36
Dspp,Lrp8,Dspp_Lrp8,Dspp - Lrp8
Dspp,Vldlr,Dspp_Vldlr,Dspp - Vldlr
Dspp,Sell,Dspp_Sell,Dspp - Sell
Dspp,Tlr4,Dspp_Tlr4,Dspp - Tlr4
Dspp,Itga5,Dspp_Itga5,Dspp - Itga5
Dspp,Itga2b,Dspp_Itga2b,Dspp - Itga2b
Dspp,Rtn4r,Dspp_Rtn4r,Dspp - Rtn4r
Dspp,Ldlr,Dspp_Ldlr,Dspp - Ldlr
Dspp,Scarb1,Dspp_Scarb1,Dspp - Scarb1
Dspp,Flrt2,Dspp_Flrt2,Dspp - Flrt2
Dspp,Selp,Dspp_Selp,Dspp - Selp
Dspp,Itgb2,Dspp_Itgb2,Dspp - Itgb2
Dspp,Itga3,Dspp_Itga3,Dspp - Itga3
Dspp,Cd79a,Dspp_Cd79a,Dspp - Cd79a
Dspp,Itgb3,Dspp_Itgb3,Dspp - Itgb3
Fbn1,Itgb1,Fbn1_Itgb1,Fbn1 - Itgb1
Fbn1,Cd44,Fbn1_Cd44,Fbn1 - Cd44
Fbn1,Cd93,Fbn1_Cd93,Fbn1 - Cd93
Fbn1,Itga2b,Fbn1_Itga2b,Fbn1 - Itga2b
Fbn1,Itga2,Fbn1_Itga2,Fbn1 - Itga2
Fbn1,Itga1,Fbn1_Itga1,Fbn1 - Itga1
Fbn1,Mag,Fbn1_Mag,Fbn1 - Mag
Agrn,Itgav,Agrn_Itgav,Agrn - Itgav
Agrn,Itgb1,Agrn_Itgb1,Agrn - Itgb1
Agrn,Cd44,Agrn_Cd44,Agrn - Cd44
Agrn,Cd93,Agrn_Cd93,Agrn - Cd93
Agrn,Gpc1,Agrn_Gpc1,Agrn - Gpc1
Agrn,Notch1,Agrn_Notch1,Agrn - Notch1
Agrn,Notch3,Agrn_Notch3,Agrn - Notch3
Agrn,Notch4,Agrn_Notch4,Agrn - Notch4
Agrn,Itgb5,Agrn_Itgb5,Agrn - Itgb5
Agrn,Col13a1,Agrn_Col13a1,Agrn - Col13a1
Agrn,Itga2b,Agrn_Itga2b,Agrn - Itga2b
Agrn,Itga2,Agrn_Itga2,Agrn - Itga2
Agrn,Itga1,Agrn_Itga1,Agrn - Itga1
Agrn,Mag,Agrn_Mag,Agrn - Mag
Agrn,Ddr2,Agrn_Ddr2,Agrn - Ddr2
Shank3,Itgav,Shank3_Itgav,Shank3 - Itgav
Shank3,Itgb1,Shank3_Itgb1,Shank3 - Itgb1
Shank3,Cd44,Shank3_Cd44,Shank3 - Cd44
Shank3,Cd93,Shank3_Cd93,Shank3 - Cd93
Shank3,Acvr2a,Shank3_Acvr2a,Shank3 - Acvr2a
Shank3,Gpc1,Shank3_Gpc1,Shank3 - Gpc1
Shank3,Notch1,Shank3_Notch1,Shank3 - Notch1
Shank3,Notch3,Shank3_Notch3,Shank3 - Notch3
Shank3,Lrp4,Shank3_Lrp4,Shank3 - Lrp4
Shank3,Notch2,Shank3_Notch2,Shank3 - Notch2
Shank3,Notch4,Shank3_Notch4,Shank3 - Notch4
Shank3,Itgb5,Shank3_Itgb5,Shank3 - Itgb5
Shank3,Col13a1,Shank3_Col13a1,Shank3 - Col13a1
Shank3,Itga2b,Shank3_Itga2b,Shank3 - Itga2b
Shank3,Itga9,Shank3_Itga9,Shank3 - Itga9
Shank3,Itga2,Shank3_Itga2,Shank3 - Itga2
Shank3,Itga1,Shank3_Itga1,Shank3 - Itga1
Shank3,Mag,Shank3_Mag,Shank3 - Mag
Shank3,Plxna1,Shank3_Plxna1,Shank3 - Plxna1
Shank3,Musk,Shank3_Musk,Shank3 - Musk
Shank3,Ddr2,Shank3_Ddr2,Shank3 - Ddr2
Shank3,Itgb2,Shank3_Itgb2,Shank3 - Itgb2
Shank3,Gpc4,Shank3_Gpc4,Shank3 - Gpc4
Shank3,Atp1a3,Shank3_Atp1a3,Shank3 - Atp1a3
Adam3,Egfr,Adam3_Egfr,Adam3 - Egfr
Adam3,Lrp6,Adam3_Lrp6,Adam3 - Lrp6
Adam3,Lrp1,Adam3_Lrp1,Adam3 - Lrp1
Adam3,Itgb1,Adam3_Itgb1,Adam3 - Itgb1
Adam3,Tlr4,Adam3_Tlr4,Adam3 - Tlr4
Adam3,Selp,Adam3_Selp,Adam3 - Selp
Adam3,Itgb2,Adam3_Itgb2,Adam3 - Itgb2
Col18a1,Itgav,Col18a1_Itgav,Col18a1 - Itgav
Col18a1,Itgb1,Col18a1_Itgb1,Col18a1 - Itgb1
Col18a1,Cd44,Col18a1_Cd44,Col18a1 - Cd44
Col18a1,Cd93,Col18a1_Cd93,Col18a1 - Cd93
Col18a1,Notch1,Col18a1_Notch1,Col18a1 - Notch1
Col18a1,Col13a1,Col18a1_Col13a1,Col18a1 - Col13a1
Col18a1,Itga2b,Col18a1_Itga2b,Col18a1 - Itga2b
Col18a1,Itga2,Col18a1_Itga2,Col18a1 - Itga2
Col18a1,Itga1,Col18a1_Itga1,Col18a1 - Itga1
Col18a1,Mag,Col18a1_Mag,Col18a1 - Mag
Col18a1,Ddr2,Col18a1_Ddr2,Col18a1 - Ddr2
Mst1,Itgb1,Mst1_Itgb1,Mst1 - Itgb1
Sema4c,Lrp6,Sema4c_Lrp6,Sema4c - Lrp6
Sema4c,Itgb2,Sema4c_Itgb2,Sema4c - Itgb2
Col4a3,Cd93,Col4a3_Cd93,Col4a3 - Cd93
Col4a3,Itga1,Col4a3_Itga1,Col4a3 - Itga1
Col4a3,Mag,Col4a3_Mag,Col4a3 - Mag
Col4a3,Ddr2,Col4a3_Ddr2,Col4a3 - Ddr2
Col8a1,Itgb1,Col8a1_Itgb1,Col8a1 - Itgb1
Col8a1,Cd93,Col8a1_Cd93,Col8a1 - Cd93
Col8a1,Mag,Col8a1_Mag,Col8a1 - Mag
Col8a1,Ddr2,Col8a1_Ddr2,Col8a1 - Ddr2
Rtn3,Lrp1,Rtn3_Lrp1,Rtn3 - Lrp1
Rtn3,Selp,Rtn3_Selp,Rtn3 - Selp
Hspg2,Itgav,Hspg2_Itgav,Hspg2 - Itgav
Hspg2,Cd44,Hspg2_Cd44,Hspg2 - Cd44
Hspg2,Cd93,Hspg2_Cd93,Hspg2 - Cd93
Hspg2,Itga7,Hspg2_Itga7,Hspg2 - Itga7
Hspg2,Itgb4,Hspg2_Itgb4,Hspg2 - Itgb4
Hspg2,Itga2b,Hspg2_Itga2b,Hspg2 - Itga2b
Hspg2,Itga2,Hspg2_Itga2,Hspg2 - Itga2
Hspg2,Itga1,Hspg2_Itga1,Hspg2 - Itga1
Hspg2,Mag,Hspg2_Mag,Hspg2 - Mag
Hspg2,Bcam,Hspg2_Bcam,Hspg2 - Bcam
Cubn,Lrp1,Cubn_Lrp1,Cubn - Lrp1
Cubn,Itgav,Cubn_Itgav,Cubn - Itgav
Cubn,Itgb1,Cubn_Itgb1,Cubn - Itgb1
Cubn,Cd44,Cubn_Cd44,Cubn - Cd44
Cubn,Cd93,Cubn_Cd93,Cubn - Cd93
Cubn,Cd36,Cubn_Cd36,Cubn - Cd36
Cubn,Itga5,Cubn_Itga5,Cubn - Itga5
Cubn,Itga2b,Cubn_Itga2b,Cubn - Itga2b
Cubn,Itga2,Cubn_Itga2,Cubn - Itga2
Cubn,Mag,Cubn_Mag,Cubn - Mag
Cubn,Ldlr,Cubn_Ldlr,Cubn - Ldlr
Cubn,Flrt2,Cubn_Flrt2,Cubn - Flrt2
Cubn,Selp,Cubn_Selp,Cubn - Selp
Cubn,Itga3,Cubn_Itga3,Cubn - Itga3
Cubn,Cd79a,Cubn_Cd79a,Cubn - Cd79a
Cubn,Itgb3,Cubn_Itgb3,Cubn - Itgb3
Cubn,Itgb6,Cubn_Itgb6,Cubn - Itgb6
Colq,Itgb1,Colq_Itgb1,Colq - Itgb1
Colq,Cd93,Colq_Cd93,Colq - Cd93
Thbs2,Egfr,Thbs2_Egfr,Thbs2 - Egfr
Thbs2,Lrp6,Thbs2_Lrp6,Thbs2 - Lrp6
Thbs2,Lrp1,Thbs2_Lrp1,Thbs2 - Lrp1
Thbs2,Itgav,Thbs2_Itgav,Thbs2 - Itgav
Thbs2,Itgb1,Thbs2_Itgb1,Thbs2 - Itgb1
Thbs2,Cd44,Thbs2_Cd44,Thbs2 - Cd44
Thbs2,Cd93,Thbs2_Cd93,Thbs2 - Cd93
Thbs2,Lrp2,Thbs2_Lrp2,Thbs2 - Lrp2
Thbs2,Notch1,Thbs2_Notch1,Thbs2 - Notch1
Thbs2,Cd47,Thbs2_Cd47,Thbs2 - Cd47
Thbs2,Notch2,Thbs2_Notch2,Thbs2 - Notch2
Thbs2,Tlr4,Thbs2_Tlr4,Thbs2 - Tlr4
Thbs2,Itga5,Thbs2_Itga5,Thbs2 - Itga5
Thbs2,Itga2b,Thbs2_Itga2b,Thbs2 - Itga2b
Thbs2,Selp,Thbs2_Selp,Thbs2 - Selp
Thbs2,Itga3,Thbs2_Itga3,Thbs2 - Itga3
Thbs2,Itgb3,Thbs2_Itgb3,Thbs2 - Itgb3
Col4a6,Itgav,Col4a6_Itgav,Col4a6 - Itgav
Col4a6,Cd44,Col4a6_Cd44,Col4a6 - Cd44
Col4a6,Itga2b,Col4a6_Itga2b,Col4a6 - Itga2b
Col4a6,Itga2,Col4a6_Itga2,Col4a6 - Itga2
Col4a6,Itga1,Col4a6_Itga1,Col4a6 - Itga1
Col4a6,Mag,Col4a6_Mag,Col4a6 - Mag
Col4a6,Ddr2,Col4a6_Ddr2,Col4a6 - Ddr2
Col4a5,Cd93,Col4a5_Cd93,Col4a5 - Cd93
Col4a5,Itga2,Col4a5_Itga2,Col4a5 - Itga2
Col4a5,Itga1,Col4a5_Itga1,Col4a5 - Itga1
Col4a5,Mag,Col4a5_Mag,Col4a5 - Mag
Col4a5,Ddr2,Col4a5_Ddr2,Col4a5 - Ddr2
Sema6b,Itgav,Sema6b_Itgav,Sema6b - Itgav
Sema6b,Itgb1,Sema6b_Itgb1,Sema6b - Itgb1
Sema6b,Cd93,Sema6b_Cd93,Sema6b - Cd93
Sema6b,Acvr2a,Sema6b_Acvr2a,Sema6b - Acvr2a
Sema6b,Ret,Sema6b_Ret,Sema6b - Ret
Sema6b,Itgb5,Sema6b_Itgb5,Sema6b - Itgb5
Adamts3,Egfr,Adamts3_Egfr,Adamts3 - Egfr
Adamts3,Lrp6,Adamts3_Lrp6,Adamts3 - Lrp6
Adamts3,Lrp1,Adamts3_Lrp1,Adamts3 - Lrp1
Adamts3,Itgav,Adamts3_Itgav,Adamts3 - Itgav
Adamts3,Itgb1,Adamts3_Itgb1,Adamts3 - Itgb1
Adamts3,Cd44,Adamts3_Cd44,Adamts3 - Cd44
Adamts3,Cd93,Adamts3_Cd93,Adamts3 - Cd93
Adamts3,Notch1,Adamts3_Notch1,Adamts3 - Notch1
Adamts3,Nrp1,Adamts3_Nrp1,Adamts3 - Nrp1
Adamts3,Notch2,Adamts3_Notch2,Adamts3 - Notch2
Adamts3,Itga2b,Adamts3_Itga2b,Adamts3 - Itga2b
Adamts3,Selp,Adamts3_Selp,Adamts3 - Selp
Adamts3,Itgb2,Adamts3_Itgb2,Adamts3 - Itgb2
Adamts3,Sdc4,Adamts3_Sdc4,Adamts3 - Sdc4
Adamts3,Itgb3,Adamts3_Itgb3,Adamts3 - Itgb3
